strain	accession	type	subtype	year	database	wic_role	virus_measurement_count	reference_measurement_count	base_strain	lookup_strain	gisaid_query_strain	decorated_name	match_type	matched_existing_strain	autofilled	repo_match_type	repo_header	repo_strain	repo_matched	repo_aa_length	gisaid_match_type	gisaid_header	gisaid_matched_strain	gisaid_matched	gisaid_aa_length	total_measurement_count	public_lookup_strain	public_status	public_matched_title	public_matched_ha_record	public_note	public_aa_length	gisaid_selected_isolate_id	gisaid_selected_passage	gisaid_selected_lab	gisaid_selection_reason	gisaid_selection_review_flag
A/CHRISTCHURCH/29/1990		A	H3N2	1990.0		virus_and_reference	21	21	A/CHRISTCHURCH/29/1990	A/CHRISTCHURCH/29/1990	A/CHRISTCHURCH/29/1990	False			False				False					False		42	A/CHRISTCHURCH/29/1990	no_public_match									False
A/CHRISTCHURCH/3/1990		A	H3N2	1990.0		virus_and_reference	21	21	A/CHRISTCHURCH/3/1990	A/CHRISTCHURCH/3/1990	A/CHRISTCHURCH/3/1990	False			False				False					False		42	A/CHRISTCHURCH/3/1990	no_public_match									False
A/CHRISTCHURCH/5/1996	A_CHRISTCHURCH_5_1996	A	H3N2	1996.0	PAPER_REPO_HA1	virus_and_reference	13	24	A/CHRISTCHURCH/5/1996	A/CHRISTCHURCH/5/1996	A/CHRISTCHURCH/5/1996	False			False	repo_exact	A_CHRISTCHURCH_5_1996	A/CHRISTCHURCH/5/1996	True	328.0				False		37	A/CHRISTCHURCH/5/1996										False
A/CHRISTCHURCH/515/2018		A	H3N2	2018.0		virus_and_reference	10	44	A/CHRISTCHURCH/515/2018	A/CHRISTCHURCH/515/2018	A/CHRISTCHURCH/515/2018	False			False				False					False		54	A/CHRISTCHURCH/515/2018	no_public_match									False
A/CHRISTCHURCH/7A/1993		A	H3N2	1993.0		virus_and_reference	10	24	A/CHRISTCHURCH/7A/1993	A/CHRISTCHURCH/7A/1993	A/CHRISTCHURCH/7A/1993	False			False				False					False		34	A/CHRISTCHURCH/7A/1993	no_public_match									False
A/CNIC/149/1998	A_CNIC_149_1998	A	H3N2	1998.0	PAPER_REPO_HA1	virus_and_reference	8	8	A/CNIC/149/1998	A/CNIC/149/1998	A/CNIC/149/1998	False			False	repo_exact	A_CNIC_149_1998	A/CNIC/149/1998	True	328.0				False		16	A/CNIC/149/1998										False
A/CNIC/96/1998	A_CNIC_96_1998	A	H3N2	1998.0	PAPER_REPO_HA1	virus_and_reference	14	23	A/CNIC/96/1998	A/CNIC/96/1998	A/CNIC/96/1998	False			False	repo_exact	A_CNIC_96_1998	A/CNIC/96/1998	True	328.0				False		37	A/CNIC/96/1998										False
A/DARWIN/5/1999	A_DARWIN_5_1999	A	H3N2	1999.0	PAPER_REPO_HA1	virus_and_reference	39	33	A/DARWIN/5/1999	A/DARWIN/5/1999	A/DARWIN/5/1999	False			False	repo_exact	A_DARWIN_5_1999	A/DARWIN/5/1999	True	328.0				False		72	A/DARWIN/5/1999										False
A/DENMARK/3264/2019	EPI_ISL_406276	A	H3N2	2019.0	GISAID	virus_and_reference	135	186	A/DENMARK/3264/2019	A/DENMARK/3264/2019	A/DENMARK/3264/2019	False			False				False		canonical_isolate_id	EPI_ISL_400748|A/Denmark/3264/2019|2019-10-25|Original|2019-10-25|Statens_Serum_Institute	A/DENMARK/3264/2019	True	566	321	A/DENMARK/3264/2019						EPI_ISL_400748	Original	Statens_Serum_Institute	identical_sequences	False
A/DENMARK/45/2012	A_DENMARK_45_2012	A	H3N2	2012.0	PAPER_REPO_HA1	virus_and_reference	24	17	A/DENMARK/45/2012	A/DENMARK/45/2012	A/DENMARK/45/2012	False			False	repo_exact	A_DENMARK_45_2012	A/DENMARK/45/2012	True	328.0				False		41	A/DENMARK/45/2012										False
A/DUNEDIN/13/1990		A	H3N2	1990.0		virus_and_reference	13	21	A/DUNEDIN/13/1990	A/DUNEDIN/13/1990	A/DUNEDIN/13/1990	False			False				False					False		34	A/DUNEDIN/13/1990	no_public_match									False
A/EGYPT/130/2002	A_EGYPT_130_2002	A	H3N2	2002.0	PAPER_REPO_HA1	virus_and_reference	390	1770	A/EGYPT/130/2002	A/EGYPT/130/2002	A/EGYPT/130/2002	False			False	repo_exact	A_EGYPT_130_2002	A/EGYPT/130/2002	True	328.0				False		2160	A/EGYPT/130/2002										False
A/EGYPT/96/2002		A	H3N2	2002.0		virus_and_reference	6	47	A/EGYPT/96/2002	A/EGYPT/96/2002	A/EGYPT/96/2002	False			False				False					False		53	A/EGYPT/96/2002	no_public_match									False
A/ENGLAND/259/2011	A_ENGLAND_259_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_and_reference	55	239	A/ENGLAND/259/2011	A/ENGLAND/259/2011	A/ENGLAND/259/2011	False			False	repo_exact	A_ENGLAND_259_2011	A/ENGLAND/259/2011	True	328.0				False		294	A/ENGLAND/259/2011										False
A/ENGLAND/261/1991	A_ENGLAND_261_1991	A	H3N2	1991.0	PAPER_REPO_HA1	virus_and_reference	119	1518	A/ENGLAND/261/1991	A/ENGLAND/261/1991	A/ENGLAND/261/1991	False			False	repo_exact	A_ENGLAND_261_1991	A/ENGLAND/261/1991	True	328.0				False		1637	A/ENGLAND/261/1991										False
A/ENGLAND/394/2008	A_ENGLAND_394_2008	A	H3N2	2008.0	PAPER_REPO_HA1	virus_and_reference	295	911	A/ENGLAND/394/2008	A/ENGLAND/394/2008	A/ENGLAND/394/2008	False	exact_strain	A/England/394/2008	True	repo_exact	A_ENGLAND_394_2008	A/ENGLAND/394/2008	True	328.0				False		1206	A/ENGLAND/394/2008										False
A/ENGLAND/42/1972	CY121157	A	H3N2	1972.0	IRD	virus_and_reference	55	62	A/ENGLAND/42/1972	A/ENGLAND/42/1972	A/ENGLAND/42/1972	False	exact_strain	A/England/42/1972	True				False		canonical_isolate_id	EPI_ISL_113863|A/England/42/1972|1972-01-01|tMK4_MDCK1|1972-01-01|	A/ENGLAND/42/1972	True	566	117	A/ENGLAND/42/1972						EPI_ISL_113863	tMK4_MDCK1		prefer_passage_class	True
A/ENGLAND/427/1988	EPI_ISL_114296	A	H3N2	1988.0	GISAID	virus_and_reference	95	1125	A/ENGLAND/427/1988	A/ENGLAND/427/1988	A/ENGLAND/427/1988	False	exact_strain	A/England/427/1988	True				False		canonical_isolate_id	EPI_ISL_114296|A/England/427/1988|1988-01-01|xtMK1_MDCK1|1988-01-01|	A/ENGLAND/427/1988	True	566	1220	A/ENGLAND/427/1988						EPI_ISL_114296	xtMK1_MDCK1		single_isolate_id	False
A/ENGLAND/527/2014	EPI_ISL_170285	A	H3N2	2014.0	GISAID	virus_and_reference	25	39	A/ENGLAND/527/2014	A/ENGLAND/527/2014	A/ENGLAND/527/2014	False			False				False		canonical_isolate_id	EPI_ISL_170285|A/England/527/2014|2014-11-18|SIAT1/SIAT1|2014-11-18|UK_Health_Security_Agency_-_Colindale	A/ENGLAND/527/2014	True	566	64	A/ENGLAND/527/2014						EPI_ISL_170285	SIAT1/SIAT1	UK_Health_Security_Agency_-_Colindale	single_isolate_id	False
A/ENGLAND/530/2014	EPI_ISL_188769	A	H3N2	2014.0	GISAID	virus_and_reference	11	33	A/ENGLAND/530/2014	A/ENGLAND/530/2014	A/ENGLAND/530/2014	False			False				False		canonical_isolate_id	EPI_ISL_188769|A/England/530/2014|2014-11-26|original|2014-11-26|UK_Health_Security_Agency_-_Colindale	A/ENGLAND/530/2014	True	566	44	A/ENGLAND/530/2014						EPI_ISL_188769	original	UK_Health_Security_Agency_-_Colindale	prefer_passage_class	True
A/ENGLAND/538/2018	EPI_ISL_312041	A	H3N2	2018.0	GISAID	virus_and_reference	502	1283	A/ENGLAND/538/2018	A/ENGLAND/538/2018	A/ENGLAND/538/2018	False			False				False		canonical_isolate_id	EPI_ISL_312041|A/England/538/2018|2018-02-26|original|2018-02-26|UK_Health_Security_Agency_-_Colindale	A/ENGLAND/538/2018	True	566	1785	A/ENGLAND/538/2018						EPI_ISL_312041	original	UK_Health_Security_Agency_-_Colindale	identical_sequences	False
A/ENGLAND/878/1969		A	H3N2	1969.0		virus_and_reference	5	6	A/ENGLAND/878/1969	A/ENGLAND/878/1969	A/ENGLAND/878/1969	False			False				False					False		11	A/ENGLAND/878/1969	no_public_match									False
A/FINLAND/170/2003	A_FINLAND_170_2003	A	H3N2	2003.0	PAPER_REPO_HA1	virus_and_reference	130	428	A/FINLAND/170/2003	A/FINLAND/170/2003	A/FINLAND/170/2003	False	exact_strain	A/Finland/170/2003	True	repo_exact	A_FINLAND_170_2003	A/FINLAND/170/2003	True	328.0				False		558	A/FINLAND/170/2003										False
A/FINLAND/183/2020	EPI_ISL_468165	A	H3N2	2020.0	GISAID	virus_and_reference	75	88	A/FINLAND/183/2020	A/FINLAND/183/2020	A/FINLAND/183/2020	False			False				False		canonical_isolate_id	EPI_ISL_732327|A/Finland/183/2020|2020-03-02|cs|2020-03-02|Finnish_Institute_for_Health_and_Welfare,_THL	A/FINLAND/183/2020	True	566	163	A/FINLAND/183/2020						EPI_ISL_732327	cs	Finnish_Institute_for_Health_and_Welfare,_THL	prefer_passage_class	False
A/FINLAND/190/2011	A_FINLAND_190_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_and_reference	166	468	A/FINLAND/190/2011	A/FINLAND/190/2011	A/FINLAND/190/2011	False			False	repo_exact	A_FINLAND_190_2011	A/FINLAND/190/2011	True	328.0				False		634	A/FINLAND/190/2011										False
A/FINLAND/440/2014	A_FINLAND_440_2014	A	H3N2	2014.0	PAPER_REPO_HA1	virus_and_reference	24	17	A/FINLAND/440/2014	A/FINLAND/440/2014	A/FINLAND/440/2014	False			False	repo_exact	A_FINLAND_440_2014	A/FINLAND/440/2014	True	328.0				False		41	A/FINLAND/440/2014										False
A/FINLAND/440/2014#CLONE55	A_FINLAND_440_2014	A	H3N2		PAPER_REPO_HA1	virus_and_reference	14	17	A/FINLAND/440/2014	A/FINLAND/440/2014	A/FINLAND/440/2014	True			False	repo_exact	A_FINLAND_440_2014	A/FINLAND/440/2014	True	328.0				False		31	A/FINLAND/440/2014										False
A/FINLAND/486/2004	A_FINLAND_486_2004	A	H3N2	2004.0	PAPER_REPO_HA1	virus_and_reference	302	1028	A/FINLAND/486/2004	A/FINLAND/486/2004	A/FINLAND/486/2004	False			False	repo_exact	A_FINLAND_486_2004	A/FINLAND/486/2004	True	328.0				False		1330	A/FINLAND/486/2004										False
A/FINLAND/620/1999	A_FINLAND_620_1999	A	H3N2	1999.0	PAPER_REPO_HA1	virus_and_reference	212	928	A/FINLAND/620/1999	A/FINLAND/620/1999	A/FINLAND/620/1999	False			False	repo_exact	A_FINLAND_620_1999	A/FINLAND/620/1999	True	328.0				False		1140	A/FINLAND/620/1999										False
A/FINLAND/9/2008	A_FINLAND_9_2008	A	H3N2	2008.0	PAPER_REPO_HA1	virus_and_reference	559	1471	A/FINLAND/9/2008	A/FINLAND/9/2008	A/FINLAND/9/2008	False	exact_strain	A/Finland/9/2008	True	repo_exact	A_FINLAND_9_2008	A/FINLAND/9/2008	True	328.0				False		2030	A/FINLAND/9/2008										False
A/FUJIAN/140/2000	A_FUJIAN_140_2000	A	H3N2	2000.0	PAPER_REPO_HA1	virus_and_reference	7	14	A/FUJIAN/140/2000	A/FUJIAN/140/2000	A/FUJIAN/140/2000	False			False	repo_exact	A_FUJIAN_140_2000	A/FUJIAN/140/2000	True	328.0				False		21	A/FUJIAN/140/2000										False
A/FUJIAN/411/2002	A_FUJIAN_411_2002	A	H3N2	2002.0	PAPER_REPO_HA1	virus_and_reference	356	1639	A/FUJIAN/411/2002	A/FUJIAN/411/2002	A/FUJIAN/411/2002	False	exact_strain	A/Fujian/411/2002	True	repo_exact	A_FUJIAN_411_2002	A/FUJIAN/411/2002	True	328.0				False		1995	A/FUJIAN/411/2002										False
A/FUJIAN/47/1996	A_FUJIAN_47_1996	A	H3N2	1996.0	PAPER_REPO_HA1	virus_and_reference	7	10	A/FUJIAN/47/1996	A/FUJIAN/47/1996	A/FUJIAN/47/1996	False			False	repo_exact	A_FUJIAN_47_1996	A/FUJIAN/47/1996	True	328.0				False		17	A/FUJIAN/47/1996										False
A/GAROKA/8/1990		A	H3N2	1990.0		virus_and_reference	13	21	A/GAROKA/8/1990	A/GAROKA/8/1990	A/GAROKA/8/1990	False			False				False					False		34	A/GAROKA/8/1990	no_public_match									False
A/GENOVA/9/1993		A	H3N2	1993.0		virus_and_reference	82	27	A/GENOVA/9/1993	A/GENOVA/9/1993	A/GENOVA/9/1993	False			False				False					False		109	A/GENOVA/9/1993	no_public_match									False
A/GENOVA/9/1996	A_GENOVA_9_1996	A	H3N2	1996.0	PAPER_REPO_HA1	virus_and_reference	97	599	A/GENOVA/9/1996	A/GENOVA/9/1996	A/GENOVA/9/1996	False			False	repo_exact	A_GENOVA_9_1996	A/GENOVA/9/1996	True	328.0				False		696	A/GENOVA/9/1996										False
A/GEORGIA/532/2015	EPI_ISL_195324	A	H3N2	2015.0	GISAID	virus_and_reference	455	806	A/GEORGIA/532/2015	A/GEORGIA/532/2015	A/GEORGIA/532/2015	False			False				False		canonical_isolate_id	EPI_ISL_179321|A/Georgia/532/2015|2015-03-09|SIAT1|2015-03-09|National_Centre_for_Disease_Control_and_Public_Health	A/GEORGIA/532/2015	True	566	1261	A/GEORGIA/532/2015						EPI_ISL_179321	SIAT1	National_Centre_for_Disease_Control_and_Public_Health	prefer_passage_class	True
A/GLASGOW/407664/2012	A_GLASGOW_407664_2012	A	H3N2	2012.0	PAPER_REPO_HA1	virus_and_reference	34	47	A/GLASGOW/407664/2012	A/GLASGOW/407664/2012	A/GLASGOW/407664/2012	False			False	repo_exact	A_GLASGOW_407664_2012	A/GLASGOW/407664/2012	True	328.0				False		81	A/GLASGOW/407664/2012										False
A/GREECE/4/2017	EPI_ISL_273134	A	H3N2	2017.0	GISAID	virus_and_reference	15	505	A/GREECE/4/2017	A/GREECE/4/2017	A/GREECE/4/2017	False			False				False		canonical_isolate_id	EPI_ISL_257379|A/Greece/4/2017|2017-01-02|SIAT2|2017-01-02|Aristotelian_University_of_Thessaloniki	A/GREECE/4/2017	True	566	520	A/GREECE/4/2017						EPI_ISL_257379	SIAT2	Aristotelian_University_of_Thessaloniki	prefer_passage_class	True
A/GUADELOUPE/202/2010	EPI_ISL_88048	A	H3N2	2010.0	GISAID	virus_and_reference	29	41	A/GUADELOUPE/202/2010	A/GUADELOUPE/202/2010	A/GUADELOUPE/202/2010	False	exact_strain	A/Guadeloupe/202/2010	True				False		canonical_isolate_id	EPI_ISL_99047|A/Guadeloupe/202/2010|2010-11-30|Original|2010-11-30|National_Influenza_Center_French_Guiana_and_French_Indies	A/GUADELOUPE/202/2010	True	566	70	A/GUADELOUPE/202/2010						EPI_ISL_99047	Original	National_Influenza_Center_French_Guiana_and_French_Indies	prefer_passage_class	True
A/GUANDONG/25/1993	CY113973	A	H3N2	1993.0	NCBI	virus_and_reference	32	190	A/GUANDONG/25/1993	A/GUANDONG/25/1993	A/GUANDONG/25/1993	False			False				False					False		222	A/GUANDONG/25/1993	public_match	Influenza A virus (A/Guangdong/25/1993(H3N2)) hemagglutinin (HA) gene, complete cds	lcl|CY113973.1_prot_AFH00087.1_1 [gene=HA] [protein=hemagglutinin] [protein_id=AFH00087.1] [location=15..1715] [gbkey=CDS]	validated_ha_cds_aa	566.0					False
A/GUANGDONG/25/1993	A_GUANGDONG_25_1993	A	H3N2	1993.0	PAPER_REPO_HA1	virus_and_reference	80	728	A/GUANGDONG/25/1993	A/GUANGDONG/25/1993	A/GUANGDONG/25/1993	False	exact_strain	A/Guangdong/25/1993	True	repo_exact	A_GUANGDONG_25_1993	A/GUANGDONG/25/1993	True	328.0				False		808	A/GUANGDONG/25/1993										False
A/GUIZHOU/54/1989	EPI_ISL_702	A	H3N2	1989.0	GISAID	virus_and_reference	81	982	A/GUIZHOU/54/1989	A/GUIZHOU/54/1989	A/GUIZHOU/54/1989	False	exact_strain	A/Guizhou/54/1989	True				False					False		1063	A/GUIZHOU/54/1989										False
A/HAWAII/22/2012	A_HAWAII_22_2012	A	H3N2	2012.0	PAPER_REPO_HA1	virus_and_reference	429	940	A/HAWAII/22/2012	A/HAWAII/22/2012	A/HAWAII/22/2012	False			False	repo_exact	A_HAWAII_22_2012	A/HAWAII/22/2012	True	328.0				False		1369	A/HAWAII/22/2012										False
A/HENAN/JINSHUI/147/2007	EPI_ISL_20561	A	H3N2	2007.0	GISAID	virus_and_reference	188	300	A/HENAN/JINSHUI/147/2007	A/HENAN/JINSHUI/147/2007	A/HENAN/JINSHUI/147/2007	False			False				False		canonical_isolate_id	EPI_ISL_20561|A/Henan/Jinshui/147/2007|2007-01-28|E1/E2|2007-01-28|		True	566	488	A/HENAN/JINSHUI/147/2007	skipped_malformed_lookup					EPI_ISL_20561	E1/E2		identical_sequences	False
A/HIROSHIMA/33/2006	A_HIROSHIMA_33_2006	A	H3N2	2006.0	PAPER_REPO_HA1	virus_and_reference	49	112	A/HIROSHIMA/33/2006	A/HIROSHIMA/33/2006	A/HIROSHIMA/33/2006	False			False	repo_exact	A_HIROSHIMA_33_2006	A/HIROSHIMA/33/2006	True	328.0				False		161	A/HIROSHIMA/33/2006										False
A/HIROSHIMA/52/2005	A_HIROSHIMA_52_2005	A	H3N2	2005.0	PAPER_REPO_HA1	virus_and_reference	295	965	A/HIROSHIMA/52/2005	A/HIROSHIMA/52/2005	A/HIROSHIMA/52/2005	False	exact_strain	A/Hiroshima/52/2005	True	repo_exact	A_HIROSHIMA_52_2005	A/HIROSHIMA/52/2005	True	328.0				False		1260	A/HIROSHIMA/52/2005										False
A/HIROSHIMA/52/2005@IVR142	A_HIROSHIMA_52_2005	A	H3N2	2005.0	PAPER_REPO_HA1	virus_and_reference	7	8	A/HIROSHIMA/52/2005	A/HIROSHIMA/52/2005	A/HIROSHIMA/52/2005	True	base_strain	A/Hiroshima/52/2005	True	repo_exact	A_HIROSHIMA_52_2005	A/HIROSHIMA/52/2005	True	328.0				False		15	A/HIROSHIMA/52/2005										False
A/HONG/KONG/34/1990	A_HONGKONG_34_1990	A	H3N2	1990.0	PAPER_REPO_HA1	virus_and_reference	29	27	A/HONG/KONG/34/1990	A/HONG/KONG/34/1990	A/HONG/KONG/34/1990	False			False	repo_normalized	A_HONGKONG_34_1990	A/HONGKONG/34/1990	True	328.0				False		56	A/HONG/KONG/34/1990										False
A/HONGKONG/1/1994	A_HONGKONG_1_1994	A	H3N2	1994.0	PAPER_REPO_HA1	virus_and_reference	15	10	A/HONGKONG/1/1994	A/HONGKONG/1/1994	A/HONG KONG/1/1994	False	exact_strain	A/HongKong/1/1994	True	repo_exact	A_HONGKONG_1_1994	A/HONGKONG/1/1994	True	328.0				False		25	A/HONGKONG/1/1994										False
A/HONGKONG/146/2013	A_HONGKONG_146_2013	A	H3N2	2013.0	PAPER_REPO_HA1	virus_and_reference	1679	3682	A/HONGKONG/146/2013	A/HONGKONG/146/2013	A/HONG KONG/146/2013	False			False	repo_exact	A_HONGKONG_146_2013	A/HONGKONG/146/2013	True	328.0				False		5361	A/HONGKONG/146/2013										False
A/HONGKONG/1550/2002	A_HONGKONG_1550_2002	A	H3N2	2002.0	PAPER_REPO_HA1	virus_and_reference	197	754	A/HONGKONG/1550/2002	A/HONGKONG/1550/2002	A/HONG KONG/1550/2002	False	exact_strain	A/HongKong/1550/2002	True	repo_exact	A_HONGKONG_1550_2002	A/HONGKONG/1550/2002	True	328.0				False		951	A/HONGKONG/1550/2002										False
A/HONGKONG/156/1997		A	H3N2	1997.0		virus_and_reference	6	15	A/HONGKONG/156/1997	A/HONGKONG/156/1997	A/HONG KONG/156/1997	False			False				False					False		21	A/HONGKONG/156/1997	no_public_match									False
A/HONGKONG/1774/1999		A	H3N2	1999.0		virus_and_reference	56	35	A/HONGKONG/1774/1999	A/HONGKONG/1774/1999	A/HONG KONG/1774/1999	False			False				False					False		91	A/HONGKONG/1774/1999	no_public_match									False
A/HONGKONG/1952/2009	A_HONGKONG_1952_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_and_reference	176	528	A/HONGKONG/1952/2009	A/HONGKONG/1952/2009	A/HONG KONG/1952/2009	False	exact_strain	A/HongKong/1952/2009	True	repo_exact	A_HONGKONG_1952_2009	A/HONGKONG/1952/2009	True	328.0				False		704	A/HONGKONG/1952/2009										False
A/HONGKONG/1985/2009	A_HONGKONG_1985_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_and_reference	211	615	A/HONGKONG/1985/2009	A/HONGKONG/1985/2009	A/HONG KONG/1985/2009	False	exact_strain	A/HongKong/1985/2009	True	repo_exact	A_HONGKONG_1985_2009	A/HONGKONG/1985/2009	True	328.0				False		826	A/HONGKONG/1985/2009										False
A/HONGKONG/23/1992	A_HONGKONG_23_1992	A	H3N2	1992.0	PAPER_REPO_HA1	virus_and_reference	79	862	A/HONGKONG/23/1992	A/HONGKONG/23/1992	A/HONG KONG/23/1992	False			False	repo_exact	A_HONGKONG_23_1992	A/HONGKONG/23/1992	True	328.0				False		941	A/HONGKONG/23/1992										False
A/HONGKONG/25/1990	A_HONGKONG_25_1990	A	H3N2	1990.0	PAPER_REPO_HA1	virus_and_reference	122	1110	A/HONGKONG/25/1990	A/HONGKONG/25/1990	A/HONG KONG/25/1990	False			False	repo_exact	A_HONGKONG_25_1990	A/HONGKONG/25/1990	True	328.0				False		1232	A/HONGKONG/25/1990										False
A/HONGKONG/26560/2009	A_HONGKONG_26560_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_and_reference	11	47	A/HONGKONG/26560/2009	A/HONGKONG/26560/2009	A/HONG KONG/26560/2009	False	exact_strain	A/HongKong/26560/2009	True	repo_exact	A_HONGKONG_26560_2009	A/HONGKONG/26560/2009	True	328.0				False		58	A/HONGKONG/26560/2009										False
A/HONGKONG/2669/2019	EPI_ISL_377300	A	H3N2	2019.0	GISAID	virus_and_reference	54	131	A/HONGKONG/2669/2019	A/HONGKONG/2669/2019	A/HONG KONG/2669/2019	False			False				False		canonical_isolate_id	EPI_ISL_377300|A/Hong_Kong/2669/2019|2019-06-18|MDCK1-ori|2019-06-18|Government_Virus_Unit	A/HONG/KONG/2669	True	566	185	A/HONGKONG/2669/2019	no_public_match					EPI_ISL_377300	MDCK1-ori	Government_Virus_Unit	identical_sequences	False
A/HONGKONG/2671/2019	OR533780	A	H3N2	2019.0	NCBI	virus_and_reference	474	969	A/HONGKONG/2671/2019	A/HONGKONG/2671/2019	A/HONG KONG/2671/2019	False			False				False		canonical_isolate_id	EPI_ISL_377302|A/Hong_Kong/2671/2019|2019-06-17|MDCK1-ori|2019-06-17|Government_Virus_Unit	A/HONG/KONG/2671	True	566	1443	A/HONGKONG/2671/2019	public_match	Influenza A virus (A/Hong Kong/2671/2019(H3N2)) segment 4 hemagglutinin (HA) gene, complete cds	lcl|OR533780.1_prot_WMW30924.1_1 [gene=HA] [protein=hemagglutinin] [protein_id=WMW30924.1] [location=1..1701] [gbkey=CDS]	validated_ha_cds_aa	566.0	EPI_ISL_377302	MDCK1-ori	Government_Virus_Unit	prefer_passage_class	True
A/HONGKONG/34/1990	A_HONGKONG_34_1990	A	H3N2	1990.0	PAPER_REPO_HA1	virus_and_reference	141	1512	A/HONGKONG/34/1990	A/HONGKONG/34/1990	A/HONG KONG/34/1990	False			False	repo_exact	A_HONGKONG_34_1990	A/HONGKONG/34/1990	True	328.0				False		1653	A/HONGKONG/34/1990										False
A/HONGKONG/34430/2009	A_HONGKONG_34430_2009	A	H3N2	2009.0	PAPER_REPO_HA1	virus_and_reference	65	104	A/HONGKONG/34430/2009	A/HONGKONG/34430/2009	A/HONG KONG/34430/2009	False	exact_strain	A/HongKong/34430/2009	True	repo_exact	A_HONGKONG_34430_2009	A/HONGKONG/34430/2009	True	328.0				False		169	A/HONGKONG/34430/2009										False
A/HONGKONG/391/1997	A_HONGKONG_391_1997	A	H3N2	1997.0	PAPER_REPO_HA1	virus_and_reference	192	510	A/HONGKONG/391/1997	A/HONGKONG/391/1997	A/HONG KONG/391/1997	False			False	repo_exact	A_HONGKONG_391_1997	A/HONGKONG/391/1997	True	328.0				False		702	A/HONGKONG/391/1997										False
A/HONGKONG/3969/2011	A_HONGKONG_3969_2011	A	H3N2	2011.0	PAPER_REPO_HA1	virus_and_reference	467	1361	A/HONGKONG/3969/2011	A/HONGKONG/3969/2011	A/HONG KONG/3969/2011	False	exact_strain	A/HongKong/3969/2011	True	repo_exact	A_HONGKONG_3969_2011	A/HONGKONG/3969/2011	True	328.0				False		1828	A/HONGKONG/3969/2011										False
A/HONGKONG/4244/2014	EPI_ISL_168966	A	H3N2	2014.0	GISAID	virus_and_reference	33	26	A/HONGKONG/4244/2014	A/HONGKONG/4244/2014	A/HONG KONG/4244/2014	False			False				False		canonical_isolate_id	EPI_ISL_168966|A/Hong_Kong/4244/2014|2014-02-16|MDCK1/SIAT1|2014-02-16|Government_Virus_Unit	A/HONG/KONG/4244	True	566	59	A/HONGKONG/4244/2014	no_public_match					EPI_ISL_168966	MDCK1/SIAT1	Government_Virus_Unit	single_isolate_id	False
A/HONGKONG/4355/2005		A	H3N2	2005.0		virus_and_reference	47	61	A/HONGKONG/4355/2005	A/HONGKONG/4355/2005	A/HONG KONG/4355/2005	False			False				False					False		108	A/HONGKONG/4355/2005	no_public_match									False
A/HONGKONG/4443/2005	A_HONGKONG_4443_2005	A	H3N2	2005.0	PAPER_REPO_HA1	virus_and_reference	442	1344	A/HONGKONG/4443/2005	A/HONGKONG/4443/2005	A/HONG KONG/4443/2005	False			False	repo_exact	A_HONGKONG_4443_2005	A/HONGKONG/4443/2005	True	328.0				False		1786	A/HONGKONG/4443/2005										False
A/HONGKONG/45/2019	EPI_ISL_410589	A	H3N2	2019.0	GISAID	virus_and_reference	22	36	A/HONGKONG/45/2019	A/HONGKONG/45/2019	A/HONG KONG/45/2019	False			False				False		canonical_isolate_id	EPI_ISL_347938|A/Hong_Kong/45/2019|2018-12-24|Original|2018-12-24|Government_Virus_Unit		True	566	58	A/HONGKONG/45/2019						EPI_ISL_347938	Original	Government_Virus_Unit	identical_sequences	False
A/HONGKONG/4801/2014	A_HONGKONG_4801_2014	A	H3N2	2014.0	PAPER_REPO_HA1	virus_and_reference	1265	2229	A/HONGKONG/4801/2014	A/HONGKONG/4801/2014	A/HONG KONG/4801/2014	False			False	repo_exact	A_HONGKONG_4801_2014	A/HONGKONG/4801/2014	True	328.0				False		3494	A/HONGKONG/4801/2014										False
A/HONGKONG/4801/2014#ISOLATE1	A_HONGKONG_4801_2014	A	H3N2		PAPER_REPO_HA1	virus_and_reference	262	449	A/HONGKONG/4801/2014	A/HONGKONG/4801/2014	A/HONG KONG/4801/2014	True			False	repo_exact	A_HONGKONG_4801_2014	A/HONGKONG/4801/2014	True	328.0				False		711	A/HONGKONG/4801/2014										False
A/HONGKONG/4801/2014@X263B	A_HONGKONG_4801_2014	A	H3N2		PAPER_REPO_HA1	virus_and_reference	66	51	A/HONGKONG/4801/2014	A/HONGKONG/4801/2014	A/HONG KONG/4801/2014	True			False	repo_exact	A_HONGKONG_4801_2014	A/HONGKONG/4801/2014	True	328.0				False		117	A/HONGKONG/4801/2014										False
A/HONGKONG/485/1997		A	H3N2	1997.0		virus_and_reference	14	26	A/HONGKONG/485/1997	A/HONGKONG/485/1997	A/HONG KONG/485/1997	False			False				False					False		40	A/HONGKONG/485/1997	ird_match									False
