query_strain	Isolate_Name	Isolate_Id	Collection_Date	Location	Host	metadata_file	header_strain	header_collection_date	header_passage	header_submission_date	header_lab	header_raw	sequence_length	ambiguity_count	sequence_hash	passage_class	passage_score	passage_burden	is_max_length	is_ha1_complete	variant_count_at_max_length	group_n_ids	group_n_unique_sequences	group_max_length	group_n_max_length_variants	group_selected_class	group_n_selected_class_variants	group_top_variant_count	group_second_variant_count	group_top_variant_fraction	group_min_pairwise_diff_selected_class	group_max_pairwise_diff_selected_class	selection_reason	review_flag
A/ARGES/126697/2012	A/Arges/126697/2012	EPI_ISL_134079	2012-10-29	Europe / Romania / Judetul Arges	Human	gisaid_meta_2011-2014.xls	A/Arges/126697/2012	2012-10-29	MDCK3	2012-10-29	Cantacuzino_Institute	EPI_ISL_134079|A/Arges/126697/2012|2012-10-29|MDCK3|2012-10-29|Cantacuzino_Institute	566	0	f3b4b519f9782601	cell	1	3	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/ARGES/14803059/2016	A/Arges/1480-3059/2016	EPI_ISL_212512	2016-02-10	Europe / Romania / Judetul Arges	Human	gisaid_meta_2015-2016.xls	A/Arges/1480-3059/2016	2016-02-10	Siat_1	2016-02-10	Cantacuzino_Institute	EPI_ISL_212512|A/Arges/1480-3059/2016|2016-02-10|Siat_1|2016-02-10|Cantacuzino_Institute	566	0	abe0e865e4f789f6	cell	1	1	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/ARIZONA/13/2010	A/Arizona/13/2010	EPI_ISL_86093	2010-12-06	North America / United States / Arizona	Human	gisaid_meta_2010.xls	A/Arizona/13/2010	2010-12-06	M1/C1	2010-12-06	U.S._Air_Force_School_of_Aerospace_Medicine	EPI_ISL_86093|A/Arizona/13/2010|2010-12-06|M1/C1|2010-12-06|U.S._Air_Force_School_of_Aerospace_Medicine	566	0	9f17559c209cb992	cell	1	2	True	True	2	4	2	566	2	ha1_complete	2	2	2	0.5	1	1	prefer_passage_class	True
A/ARMENIA/1/2017	A/Armenia/1/2017	EPI_ISL_288749	2016-12-06	Asia / Armenia	Human	gisaid_meta_2015-2016.xls	A/Armenia/1/2017	2016-12-06	MDCK1/SIAT1	2016-12-06	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_288749|A/Armenia/1/2017|2016-12-06|MDCK1/SIAT1|2016-12-06|Centre_for_Diseases_Control_and_Prevention	566	1	74b0ab71506d2201	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/10/2017	A/Armenia/10/2017	EPI_ISL_288750	2016-12-23	Asia / Armenia	Human	gisaid_meta_2015-2016.xls	A/Armenia/10/2017	2016-12-23	MDCK1/SIAT1	2016-12-23	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_288750|A/Armenia/10/2017|2016-12-23|MDCK1/SIAT1|2016-12-23|Centre_for_Diseases_Control_and_Prevention	566	1	1c3cdb12457bada6	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/11/2017	A/Armenia/11/2017	EPI_ISL_288751	2016-12-02	Asia / Armenia	Human	gisaid_meta_2015-2016.xls	A/Armenia/11/2017	2016-12-02	MDCK1/SIAT1	2016-12-02	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_288751|A/Armenia/11/2017|2016-12-02|MDCK1/SIAT1|2016-12-02|Centre_for_Diseases_Control_and_Prevention	566	0	2a1a7864b5c926ef	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/12/2017	A/Armenia/12/2017	EPI_ISL_288752	2016-12-02	Asia / Armenia	Human	gisaid_meta_2015-2016.xls	A/Armenia/12/2017	2016-12-02	MDCK1/SIAT1	2016-12-02	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_288752|A/Armenia/12/2017|2016-12-02|MDCK1/SIAT1|2016-12-02|Centre_for_Diseases_Control_and_Prevention	566	0	fc1b42bcf4774b69	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/13/2019	A/Armenia/13/2019	EPI_ISL_401536	2019-01-29	Asia / Armenia	Human	gisaid_meta_2019.xls	A/Armenia/13/2019	2019-01-29	MDCK1/SIAT1	2019-01-29	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_401536|A/Armenia/13/2019|2019-01-29|MDCK1/SIAT1|2019-01-29|Centre_for_Diseases_Control_and_Prevention	566	1	2d231e7a7fe98186	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/15/2019	A/Armenia/15/2019	EPI_ISL_401538	2019-02-05	Asia / Armenia	Human	gisaid_meta_2019.xls	A/Armenia/15/2019	2019-02-05	MDCK1/SIAT1	2019-02-05	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_401538|A/Armenia/15/2019|2019-02-05|MDCK1/SIAT1|2019-02-05|Centre_for_Diseases_Control_and_Prevention	566	1	eb9f684a75bbede1	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/2298/2016	A/Armenia/2298/2016	EPI_ISL_267088	2016-12-22	Asia / Armenia	Human	gisaid_meta_2015-2016.xls	A/Armenia/2298/2016	2016-12-22	SIAT1	2016-12-22	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_267088|A/Armenia/2298/2016|2016-12-22|SIAT1|2016-12-22|Centre_for_Diseases_Control_and_Prevention	566	1	272a2968c73ebb36	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/2363/2016	A/Armenia/2363/2016	EPI_ISL_256003	2016-12-28	Asia / Armenia	Human	gisaid_meta_2015-2016.xls	A/Armenia/2363/2016	2016-12-28	SIAT1	2016-12-28	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_256003|A/Armenia/2363/2016|2016-12-28|SIAT1|2016-12-28|Centre_for_Diseases_Control_and_Prevention	566	0	eddc487377f30913	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/3/2017	A/Armenia/3/2017	EPI_ISL_288754	2016-12-28	Asia / Armenia	Human	gisaid_meta_2015-2016.xls	A/Armenia/3/2017	2016-12-28	MDCK1/SIAT1	2016-12-28	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_288754|A/Armenia/3/2017|2016-12-28|MDCK1/SIAT1|2016-12-28|Centre_for_Diseases_Control_and_Prevention	566	1	3ddbf13c5bc8772b	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/4/2017	A/Armenia/4/2017	EPI_ISL_288755	2016-12-27	Asia / Armenia	Human	gisaid_meta_2015-2016.xls	A/Armenia/4/2017	2016-12-27	MDCK1/SIAT1	2016-12-27	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_288755|A/Armenia/4/2017|2016-12-27|MDCK1/SIAT1|2016-12-27|Centre_for_Diseases_Control_and_Prevention	566	1	aa8123f8c0edaa01	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/501/2019	A/Armenia/501/2019	EPI_ISL_388677	2019-02-07	Asia / Armenia	Human	gisaid_meta_2019.xls	A/Armenia/501/2019	2019-02-07	cs	2019-02-07	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_388677|A/Armenia/501/2019|2019-02-07|cs|2019-02-07|Centre_for_Diseases_Control_and_Prevention	566	1	8223199c53c6fe9c	original	0	0	True	True	1	2	2	566	2	ha1_complete	2	1	1	0.5	1	1	prefer_passage_class	True
A/ARMENIA/91/2019	A/Armenia/91/2019	EPI_ISL_342080	2019-01-14	Asia / Armenia	Human	gisaid_meta_2019.xls	A/Armenia/91/2019	2019-01-14	SIAT1	2019-01-14	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_342080|A/Armenia/91/2019|2019-01-14|SIAT1|2019-01-14|Centre_for_Diseases_Control_and_Prevention	566	0	ab95f88198e263f8	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ARMENIA/941/2019	A/Armenia/941/2019	EPI_ISL_388688	2019-05-21	Asia / Armenia	Human	gisaid_meta_2019.xls	A/Armenia/941/2019	2019-05-21	cs	2019-05-21	Centre_for_Diseases_Control_and_Prevention	EPI_ISL_388688|A/Armenia/941/2019|2019-05-21|cs|2019-05-21|Centre_for_Diseases_Control_and_Prevention	566	0	66b8e17378453df1	original	0	0	True	True	2	2	1	566	1	ha1_complete	1	2	0	1.0	0	0	identical_sequences	False
A/ASTRAHKAN/25/2014	A/Astrahkan/25/2014	EPI_ISL_174983	2014-12-16	Europe / Russian Federation	Human	gisaid_meta_2011-2014.xls	A/Astrahkan/25/2014	2014-12-16	C2/SIAT1	2014-12-16	WHO_National_Influenza_Centre_Russian_Federation	EPI_ISL_174983|A/Astrahkan/25/2014|2014-12-16|C2/SIAT1|2014-12-16|WHO_National_Influenza_Centre_Russian_Federation	566	1	bd7d474e9d568045	cell	1	3	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ASTRAHKAN/26/2014	A/Astrahkan/26/2014	EPI_ISL_174984	2014-12-17	Europe / Russian Federation	Human	gisaid_meta_2011-2014.xls	A/Astrahkan/26/2014	2014-12-17	C2/SIAT2	2014-12-17	WHO_National_Influenza_Centre_Russian_Federation	EPI_ISL_174984|A/Astrahkan/26/2014|2014-12-17|C2/SIAT2|2014-12-17|WHO_National_Influenza_Centre_Russian_Federation	566	0	621bff4379d8e611	cell	1	4	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ASTRAKHAN/172/2006	A/ASTRAKHAN/172/2006	EPI_ISL_64016	2006	Europe / Russian Federation	Human	gisaid_meta_2010.xls	A/ASTRAKHAN/172/2006	2006-01-01		2006-01-01		EPI_ISL_64016|A/ASTRAKHAN/172/2006|2006-01-01||2006-01-01|	329	0	7bf58c70a293ae10	unknown	4	0	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ASTRAKHAN/2/2013	A/Astrakhan/2/2013	EPI_ISL_141664	2013-02-20	Europe / Russian Federation	Human	gisaid_meta_2011-2014.xls	A/Astrakhan/2/2013	2013-02-20	C1/SIAT1	2013-02-20	WHO_National_Influenza_Centre_Russian_Federation	EPI_ISL_141664|A/Astrakhan/2/2013|2013-02-20|C1/SIAT1|2013-02-20|WHO_National_Influenza_Centre_Russian_Federation	566	0	293f61c97b399585	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/ASTRAKHAN/32/2017	A/Astrakhan/32/2017	EPI_ISL_287573	2017-11-11	Europe / Russian Federation / Astrakhan Oblast	Human	gisaid_meta_2017.xls	A/Astrakhan/32/2017	2017-11-11	original	2017-11-11		EPI_ISL_287573|A/Astrakhan/32/2017|2017-11-11|original|2017-11-11|	566	0	5a5d85c308ac36fd	original	0	0	True	True	3	6	2	566	2	ha1_complete	2	3	3	0.5	1	1	prefer_passage_class	True
A/ATTECOUBE/GR741/2012	A/Attecoube/GR 741/2012	EPI_ISL_131999	2012-07-06	Africa / Cote d'Ivoire	Human	gisaid_meta_2011-2014.xls	A/Attecoube/GR/741/2012	2012-07-06	Cx/SIAT1	2012-07-06	Pasteur_Institut_of_Cote_d'Ivoire	EPI_ISL_131999|A/Attecoube/GR_741/2012|2012-07-06|Cx/SIAT1|2012-07-06|Pasteur_Institut_of_Cote_d'Ivoire	566	0	4f2197316045f0c5	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUBENAS/2399/2017	A/Aubenas/2399/2017	EPI_ISL_300407	2017-12-11	Europe / France	Human	gisaid_meta_2017.xls	A/Aubenas/2399/2017	2017-12-11	MDCK3/MDCK1	2017-12-11	CNR_Virus_des_Infections_Respiratoires_-_France_SUD	EPI_ISL_300407|A/Aubenas/2399/2017|2017-12-11|MDCK3/MDCK1|2017-12-11|CNR_Virus_des_Infections_Respiratoires_-_France_SUD	566	2	e89ce53b35af69fa	cell	1	4	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUCKLAND/16/1999	A/Auckland/16/1999	EPI_ISL_3663331	1999-05-14	Oceania / New Zealand / Auckland	Human	gisaid_meta_2010.xls	A/Auckland/16/1999	1999-05-14	MDCKX	1999-05-14	Auckland_Hospital	EPI_ISL_3663331|A/Auckland/16/1999|1999-05-14|MDCKX|1999-05-14|Auckland_Hospital	337	0	ccc9ee42fbfcd4c9	cell	1	0	True	True	1	1	1	337	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUCKLAND/169/1999	A/Auckland/169/1999	EPI_ISL_3663333	1999-06-29	Oceania / New Zealand / Auckland	Human	gisaid_meta_2010.xls	A/Auckland/169/1999	1999-06-29	MDCK1	1999-06-29	Auckland_Hospital	EPI_ISL_3663333|A/Auckland/169/1999|1999-06-29|MDCK1|1999-06-29|Auckland_Hospital	333	0	c7c91a0f87105033	cell	1	1	True	True	1	1	1	333	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUCKLAND/22/2003	A/Auckland/22/2003	EPI_ISL_357513	2003-06-03	Oceania / New Zealand	Human	gisaid_meta_2010.xls	A/Auckland/22/2003	2003-06-03	E5	2003-06-03	Auckland_Healthcare	EPI_ISL_357513|A/Auckland/22/2003|2003-06-03|E5|2003-06-03|Auckland_Healthcare	342	0	a33ef2bb4aeb1916	egg	2	5	True	True	1	1	1	342	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUCKLAND/28/1999	A/Auckland/28/1999	EPI_ISL_3663336	1999-05-06	Oceania / New Zealand / Auckland	Human	gisaid_meta_2010.xls	A/Auckland/28/1999	1999-05-06	MDCKX	1999-05-06	Auckland_Hospital	EPI_ISL_3663336|A/Auckland/28/1999|1999-05-06|MDCKX|1999-05-06|Auckland_Hospital	332	0	4b02232b7184d404	cell	1	0	True	True	1	1	1	332	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUCKLAND/6/2014	A/AUCKLAND/6/2014	EPI_ISL_168957	2014-09-09	Oceania / New Zealand / Auckland / South Auckland	Human	gisaid_meta_2011-2014.xls	A/AUCKLAND/6/2014	2014-09-09	MDCK1	2014-09-09	Auckland_Hospital	EPI_ISL_168957|A/AUCKLAND/6/2014|2014-09-09|MDCK1|2014-09-09|Auckland_Hospital	566	0	9452e4efbf8b871b	cell	1	1	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/1102969/2018	A/Austria/1102969/2018	EPI_ISL_336069	2018-11-16	Europe / Austria	Human	gisaid_meta_2018.xls	A/Austria/1102969/2018	2018-11-16	SIAT1/SIAT1	2018-11-16	University_of_Vienna	EPI_ISL_336069|A/Austria/1102969/2018|2018-11-16|SIAT1/SIAT1|2018-11-16|University_of_Vienna	566	0	378f93c117adfad7	cell	1	2	True	True	1	2	2	566	1	ha1_complete	1	1	0	1.0	0	0	prefer_complete_ha1	False
A/AUSTRIA/1113943/2018	A/Austria/1113943/2018	EPI_ISL_364763	2018-12-31	Europe / Austria	Human	gisaid_meta_2018.xls	A/Austria/1113943/2018	2018-12-31	SIAT1/SIAT1	2018-12-31	University_of_Vienna	EPI_ISL_364763|A/Austria/1113943/2018|2018-12-31|SIAT1/SIAT1|2018-12-31|University_of_Vienna	566	0	04b47a68125a6273	cell	1	2	True	True	1	2	2	566	1	ha1_complete	1	1	0	1.0	0	0	prefer_complete_ha1	False
A/AUSTRIA/1114171/2019	A/Austria/1114171/2019	EPI_ISL_364764	2019-01-03	Europe / Austria	Human	gisaid_meta_2019.xls	A/Austria/1114171/2019	2019-01-03	SIAT1/SIAT1	2019-01-03	University_of_Vienna	EPI_ISL_364764|A/Austria/1114171/2019|2019-01-03|SIAT1/SIAT1|2019-01-03|University_of_Vienna	566	0	abed34fbc507ef2e	cell	1	2	True	True	1	2	2	566	1	ha1_complete	1	1	0	1.0	0	0	prefer_complete_ha1	False
A/AUSTRIA/1114682/2019	A/Austria/1114682/2019	EPI_ISL_336946	2019-01-02	Europe / Austria / Vienna	Human	gisaid_meta_2019.xls	A/Austria/1114682/2019	2019-01-02	Siat1	2019-01-02	Department_of_Virology,_Medical_University_Vienna	EPI_ISL_336946|A/Austria/1114682/2019|2019-01-02|Siat1|2019-01-02|Department_of_Virology,_Medical_University_Vienna	329	0	fb6665a741986fe0	cell	1	1	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	537	537	prefer_low_ambiguity	True
A/AUSTRIA/1115342/2019	A/Austria/1115342/2019	EPI_ISL_336952	2019-01-08	Europe / Austria / Vienna	Human	gisaid_meta_2019.xls	A/Austria/1115342/2019	2019-01-08	Siat1	2019-01-08	Department_of_Virology,_Medical_University_Vienna	EPI_ISL_336952|A/Austria/1115342/2019|2019-01-08|Siat1|2019-01-08|Department_of_Virology,_Medical_University_Vienna	329	0	73143ec566e7d846	cell	1	1	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	536	536	prefer_low_ambiguity	True
A/AUSTRIA/1115877/2019	A/Austria/1115877/2019	EPI_ISL_336957	2019-01-08	Europe / Austria / Vorarlberg	Human	gisaid_meta_2019.xls	A/Austria/1115877/2019	2019-01-08	Siat1	2019-01-08	Department_of_Virology,_Medical_University_Vienna	EPI_ISL_336957|A/Austria/1115877/2019|2019-01-08|Siat1|2019-01-08|Department_of_Virology,_Medical_University_Vienna	329	0	417a9787fcb91439	cell	1	1	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	537	537	prefer_low_ambiguity	True
A/AUSTRIA/1117352/2019	A/Austria/1117352/2019	EPI_ISL_340161	2019-01-14	Europe / Austria / Vienna	Human	gisaid_meta_2019.xls	A/Austria/1117352/2019	2019-01-14	Siat1	2019-01-14	Department_of_Virology,_Medical_University_Vienna	EPI_ISL_340161|A/Austria/1117352/2019|2019-01-14|Siat1|2019-01-14|Department_of_Virology,_Medical_University_Vienna	329	0	6dc39126733aa830	cell	1	1	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	540	540	prefer_low_ambiguity	True
A/AUSTRIA/1117700/2019	A/Austria/1117700/2019	EPI_ISL_340165	2019-01-16	Europe / Austria / Vienna	Human	gisaid_meta_2019.xls	A/Austria/1117700/2019	2019-01-16	Siat1	2019-01-16	Department_of_Virology,_Medical_University_Vienna	EPI_ISL_340165|A/Austria/1117700/2019|2019-01-16|Siat1|2019-01-16|Department_of_Virology,_Medical_University_Vienna	329	0	5b85339726c5a18b	cell	1	1	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	537	537	prefer_low_ambiguity	True
A/AUSTRIA/1120261/2019	A/Austria/1120261/2019	EPI_ISL_364770	2019-01-25	Europe / Austria	Human	gisaid_meta_2019.xls	A/Austria/1120261/2019	2019-01-25	SIAT1/SIAT1	2019-01-25	University_of_Vienna	EPI_ISL_364770|A/Austria/1120261/2019|2019-01-25|SIAT1/SIAT1|2019-01-25|University_of_Vienna	566	0	a8b1ad32fd303f25	cell	1	2	True	True	1	2	2	566	1	ha1_complete	1	1	0	1.0	0	0	prefer_complete_ha1	False
A/AUSTRIA/1121450/2019	A/Austria/1121450/2019	EPI_ISL_364771	2019-01-31	Europe / Austria	Human	gisaid_meta_2019.xls	A/Austria/1121450/2019	2019-01-31	SIAT1/SIAT1	2019-01-31	University_of_Vienna	EPI_ISL_364771|A/Austria/1121450/2019|2019-01-31|SIAT1/SIAT1|2019-01-31|University_of_Vienna	566	0	1fc094e53db2e197	cell	1	2	True	True	1	2	2	566	1	ha1_complete	1	1	0	1.0	0	0	prefer_complete_ha1	False
A/AUSTRIA/1121454/2019	A/Austria/1121454/2019	EPI_ISL_364772	2019-01-31	Europe / Austria	Human	gisaid_meta_2019.xls	A/Austria/1121454/2019	2019-01-31	SIAT1/SIAT1	2019-01-31	University_of_Vienna	EPI_ISL_364772|A/Austria/1121454/2019|2019-01-31|SIAT1/SIAT1|2019-01-31|University_of_Vienna	566	0	04b47a68125a6273	cell	1	2	True	True	1	2	2	566	1	ha1_complete	1	1	0	1.0	0	0	prefer_complete_ha1	False
A/AUSTRIA/1121455/2019	A/Austria/1121455/2019	EPI_ISL_344591	2019-01-29	Europe / Austria / Styria	Human	gisaid_meta_2019.xls	A/Austria/1121455/2019	2019-01-29	Siat1	2019-01-29	Department_of_Virology,_Medical_University_Vienna	EPI_ISL_344591|A/Austria/1121455/2019|2019-01-29|Siat1|2019-01-29|Department_of_Virology,_Medical_University_Vienna	329	0	f84f5d7f6ce4a6a0	cell	1	1	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	539	539	prefer_low_ambiguity	True
A/AUSTRIA/1129536/2019	A/Austria/1129536/2019	EPI_ISL_351805	2019-02-27	Europe / Austria / Tyrol	Human	gisaid_meta_2019.xls	A/Austria/1129536/2019	2019-02-27	Siat1	2019-02-27	Department_of_Virology,_Medical_University_Vienna	EPI_ISL_351805|A/Austria/1129536/2019|2019-02-27|Siat1|2019-02-27|Department_of_Virology,_Medical_University_Vienna	329	0	5f4b37bd91ec678a	cell	1	1	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	537	537	prefer_low_ambiguity	True
A/AUSTRIA/134231/2003	A/Austria/134231/2003	EPI_ISL_19094	2003-12-21	Europe / Austria / Lower Austria	Human	gisaid_meta_2010.xls	A/Austria/134231/2003	2003-12-21		2003-12-21		EPI_ISL_19094|A/Austria/134231/2003|2003-12-21||2003-12-21|	329	0	7a6b6f9a8e69540c	unknown	4	0	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/134419/2003	A/Austria/134419/2003	EPI_ISL_19095	2003-12-29	Europe / Austria / Bundesland Wien	Human	gisaid_meta_2010.xls	A/Austria/134419/2003	2003-12-29		2003-12-29		EPI_ISL_19095|A/Austria/134419/2003|2003-12-29||2003-12-29|	329	0	af6544451d8dd674	unknown	4	0	True	True	1	1	1	329	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/653679/2012	A/Austria/653679/2012	EPI_ISL_107832	2012-01-01	Europe / Austria	Human	gisaid_meta_2011-2014.xls	A/Austria/653679/2012	2012-01-01	C1/SIAT1	2012-01-01	University_of_Vienna	EPI_ISL_107832|A/Austria/653679/2012|2012-01-01|C1/SIAT1|2012-01-01|University_of_Vienna	566	0	b69c30d7a8a67afb	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/654044/2012	A/Austria/654044/2012	EPI_ISL_107833	2012-01-03	Europe / Austria	Human	gisaid_meta_2011-2014.xls	A/Austria/654044/2012	2012-01-03	C2/SIAT1	2012-01-03	University_of_Vienna	EPI_ISL_107833|A/Austria/654044/2012|2012-01-03|C2/SIAT1|2012-01-03|University_of_Vienna	566	0	b69c30d7a8a67afb	cell	1	3	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/654591/2012	A/Austria/654591/2012	EPI_ISL_107834	2012-01-09	Europe / Austria	Human	gisaid_meta_2011-2014.xls	A/Austria/654591/2012	2012-01-09	C1/SIAT1	2012-01-09	University_of_Vienna	EPI_ISL_107834|A/Austria/654591/2012|2012-01-09|C1/SIAT1|2012-01-09|University_of_Vienna	566	0	2490162477250573	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/655242/2012	A/Austria/655242/2012	EPI_ISL_107831	2012-01-11	Europe / Austria	Human	gisaid_meta_2011-2014.xls	A/Austria/655242/2012	2012-01-11	C1/SIAT1	2012-01-11	University_of_Vienna	EPI_ISL_107831|A/Austria/655242/2012|2012-01-11|C1/SIAT1|2012-01-11|University_of_Vienna	566	0	e7c6e6a72b445951	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/76359/2003	A/Austria/76359/2003	EPI_ISL_13213	2003-02-13	Europe / Austria / Bundesland Wien	Human	gisaid_meta_2010.xls	A/Austria/76359/2003	2003-02-13		2003-02-13		EPI_ISL_13213|A/Austria/76359/2003|2003-02-13||2003-02-13|	328	0	81a85378ed40bac9	unknown	4	0	True	True	1	1	1	328	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/788090/2014	A/Austria/788090/2014	EPI_ISL_164205	2014-04-01	Europe / Austria	Human	gisaid_meta_2011-2014.xls	A/Austria/788090/2014	2014-04-01	SIAT2/SIAT1	2014-04-01	University_of_Vienna	EPI_ISL_164205|A/Austria/788090/2014|2014-04-01|SIAT2/SIAT1|2014-04-01|University_of_Vienna	566	0	a706ceeac1169372	cell	1	3	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/790710/2014	A/Austria/790710/2014	EPI_ISL_164206	2014-04-12	Europe / Austria	Human	gisaid_meta_2011-2014.xls	A/Austria/790710/2014	2014-04-12	SIAT1/SIAT1	2014-04-12	University_of_Vienna	EPI_ISL_164206|A/Austria/790710/2014|2014-04-12|SIAT1/SIAT1|2014-04-12|University_of_Vienna	566	0	5fc3e427b9f144db	cell	1	2	True	True	1	1	1	566	1	ha1_complete	1	1	0	1.0	0	0	single_isolate_id	False
A/AUSTRIA/830719/2014	A/Austria/830719/2014	EPI_ISL_170627	2014-12-10	Europe / Austria	Human	gisaid_meta_2011-2014.xls	A/Austria/830719/2014	2014-12-10	SIAT2/SIAT1	2014-12-10	University_of_Vienna	EPI_ISL_170627|A/Austria/830719/2014|2014-12-10|SIAT2/SIAT1|2014-12-10|University_of_Vienna	566	0	69ea6c70c8904c58	cell	1	3	True	True	1	2	2	566	1	ha1_complete	1	1	0	1.0	0	0	prefer_complete_ha1	False
A/AUSTRIA/956928/2016	A/Austria/956928/2016	EPI_ISL_240736	2016-11-30	Europe / Austria / Bundesland Wien	Human	gisaid_meta_2015-2016.xls	A/Austria/956928/2016	2016-11-30	Siat1	2016-11-30	Department_of_Virology,_Medical_University_Vienna	EPI_ISL_240736|A/Austria/956928/2016|2016-11-30|Siat1|2016-11-30|Department_of_Virology,_Medical_University_Vienna	329	0	3687d25536170d7d	cell	1	1	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	541	541	prefer_low_ambiguity	True
A/AUSTRIA/957344/2016	A/Austria/957344/2016	EPI_ISL_240737	2016-12-04	Europe / Austria / Bundesland Wien	Human	gisaid_meta_2015-2016.xls	A/Austria/957344/2016	2016-12-04	Siat1	2016-12-04	Department_of_Virology,_Medical_University_Vienna	EPI_ISL_240737|A/Austria/957344/2016|2016-12-04|Siat1|2016-12-04|Department_of_Virology,_Medical_University_Vienna	329	0	0115840ff243e92b	cell	1	1	False	True	1	2	2	566	1	ha1_complete	2	1	1	1.0	541	541	prefer_low_ambiguity	True
